drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
Sweet Stranger and Me,"['comedy', 'romance', 'life', 'drama']","['strong male lead', 'nice male lead', 'nice female lead', 'secret', 'gang', 'cheating', ""housemates' relationship"", 'restaurant setting', 'flight attendant female lead', 'businessman male lead ']",16,24-Oct-16,13-Dec-16,"['monday', 'tuesday']",['KBS2'],60.0,7.4,6832.0,4526,539,15+ - Teens 15 or older,"18,079","['Park Soo Ae', 'Kim Young Kwang', 'Lee Soo Hyuk', 'Jo Bo Ah', 'Kim Ji Hoon', 'Jung Kyung Soon']",['Viki'],,,,4971fe8c5b8c43d1b8b77190cea84035,2016,['Kim Jung Min'],['Kim Eun Jung'],South Korea,Drama,16,3600.0,2016-10-24,2016-12-13,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Hong Na Ri is a proud flight attendant who suffers a series of misfortunes after her mother passes away and then she discovers that her longtime fiancee, Jo Dong Jin, is cheating on her with fellow flight attendant Do Yeo Joo. To get her mind off her troubles, Na Ri returns to her mother’s home, only to find a handsome young man, Go Nan Gil, living in Na Ri’s mother’s house and running her mother’s dumpling restaurant. Incredulously, Nan Gil tells Na Ri that he is her father, having married Na Ri’s mother before she passed away! Meanwhile, Kwon Duk Bong is a wealthy businessman who wants to help Na Ri reclaim her mother’s property so that he can develop the land. Can he help Na Ri prove that Nan Gil is a lying swindler?(Source: Viki)~~ Adapted from the webtoon “Woorijibe Saneun Namja” by Yoo Hyun Sook.",6243,648
"Sweet, Savage Family","['action', 'comedy', 'romance', 'family']","['gangster male lead', 'family relationship', 'married couple', 'blackmail', 'black comedy', 'divorced couple', 'corruption', 'drama ']",16,18-Nov-15,14-Jan-16,"['wednesday', 'thursday']",['MBC'],60.0,7.3,494.0,4770,3544,15+ - Teens 15 or older,"2,323","['Moon Jung Hee', 'Jung Joon Ho', 'Yoo  Sun', 'Jung Woong In', 'Kim Eung Soo', 'Jo Dal Hwan']",['Viki'],6.7,15,"In a comedic blend of mayhem and domesticity, Yoon Tae Soo (Jung Joon Ho) takes up not one, but two high-stakes roles: head of the house and gangster kingpin. As the hardworking breadwinner of his family, Tae Soo may seem like just another loving father who's trying to get by, but when he says he'll stop at nothing to ensure his family's happiness and security, he really means it.",53d882ba898348c4bb571d653892d916,2015,['Kang Dae Sun'],['Son Geun Joo'],South Korea,Drama,16,3780.0,2015-11-18,2016-01-14,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"At home, Tae Soo is a nurturing dad and devoted husband but, at work, he is a cold-blooded mobster who metes out punishment and engages in bloody turf battles. While he is a dutiful son to his mother and takes care of all of her needs, he is a middle-aged married man, who cannot depend on his own kids to do the same for him in his old age. He is also in an awkward situation in the gang where he takes orders from the former gang boss and kingmaker while his young gang lieutenants are angling for his job. Tae Soo is trying to do what is best for his family while he has to evade the authorities who keep tabs on his gang activities, waiting to pounce on him once they obtain hard evidence of his criminal activities. “What is so evil about being a mobster? It’s all about making a living!” That’s how Tae Soo sees it.(Source: MBC)",7123,4165
Taxi Driver,"['action', 'thriller', 'crime', 'drama']","['revenge', 'adapted from a webtoon', 'strong male lead', 'investigation', 'secret organization', 'smart female lead', 'taxi driver male lead', 'police officer male lead', 'prosecutor female lead', 'antihero ']",16,9-Apr-21,29-May-21,"['friday', 'saturday']",['SBS'],65.0,8.8,14681.0,79,222,18+ Restricted (violence & profanity),"34,187","['Lee Je Hoon', 'Esom', 'Kim Eui Sung', 'Pyo Ye Jin', 'Cha Ji Yeon', 'Jang Hyuk Jin']","['Viki', 'Netflix', 'Prime Video']",8.0,"2,717",The story of a deluxe taxi driver who gets revenge on behalf of his passengers. It is based on the webtoon Deluxe Taxi by Carlos and Lee Jae-jin,2953c8e2ef2d4f109200cb8a40f266bf,2021,['Park Joon Woo'],"['Oh Sang Ho', 'Lee Ji Hyun']",South Korea,Drama,16,3900.0,2021-04-09,2021-05-29,"Friday, Saturday",SBS,18+ Restricted (violence & profanity),"Do Gi has lived more honestly than anyone else as an officer in the Special Forces. Yet, when a serial killer murders his mother, he spends his days in agony. While feeling wronged and broken, Do Gi meets Jang Sung Chul, who recruits Do Gi to work for his company, Rainbow Taxi. Far from an ordinary taxi service, Rainbow Taxi is a secret organization that avenges victims whom the law didn’t protect. Here, Do Gi becomes a star driver who delivers satisfying revenge. Meanwhile, Ha Na is a prosecutor who investigates Rainbow Taxi. She is furious with their lawless behavior, but at the same time, she feels confused about seeing them solve cases that the law cannot. Between those who believe that revenge embodies true justice and those who pursue the outlaws, Do Gi seeks what justice truly means.(Source: Viki)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",144,153
Tell Me What You Saw,"['thriller', 'mystery']","['murder', 'strong female lead', 'photographic memory', 'tragic past', 'trauma', 'disability', 'revenge', 'hardworking female lead', 'police department setting', 'death of a fiancé ']",16,1-Feb-20,22-Mar-20,"['saturday', 'sunday']",['OCN'],60.0,8.2,5229.0,906,819,15+ - Teens 15 or older,"12,755","['Jang Hyuk', 'Choi Soo Young', 'Jin Seo Yun', 'Jang Hyun Sung', 'Ryu Seung Soo', 'Shin Soo Ho']",['Viki'],7.7,732,An eccentric genius profiler works with a detective with photographic memory and a police chief to go after a serial killer who was thought to be dead.,2ca585e916c9460c8bcc064d7affe210,2020,['Lee Joon Hyeong'],['Ko Yeong Jae'],South Korea,Drama,16,3600.0,2020-02-01,2020-03-22,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Oh Hyun Jae used to be a top criminal profiler. He solved many cases with his skills, but one day an explosion, caused by a serial killer, ended the life of his fiancé. After the horrific incident, Oh Hyun Jae vanished and he now lives in seclusion. Meanwhile, Cha Soo Young is a police officer in the countryside. She has a special ability which allows her to remember exactly everything she sees. Due to her special ability, she is selected as a rookie detective who will partner with Oh Hyun Jae informally. Together they work to solve cases and uncover the truth behind the Peppermint Killer, the resurfaced serial killer who murdered Hyun Jae's fiancé five years ago.(Source: AsianWiki)",1213,875
Temperature of Love,"['food', 'comedy', 'romance', 'life']","['love triangle', 'older woman/younger man', 'bromance', 'second chance romance', 'calm male lead', 'cooking', 'unrequited love', 'screenwriter female lead', 'chef male lead', 'age gap [real life] ']",40,18-Sep-17,21-Nov-17,"['monday', 'tuesday']",['SBS'],30.0,7.6,7820.0,3738,391,15+ - Teens 15 or older,"22,581","['Seo Hyun Jin', 'Yang Se Jong', 'Kim Jae Wook', 'Jo Bo Ah', 'P.O', 'Ji  Il Joo']","['Apple TV', 'SBS World', 'Viki', 'Netflix']",7.0,554,"About the love between a writer who is elder than the person she loves, the chef.",568cac4e90bf4c2ea85a9d8197e0d4c0,2017,['Nam Gun'],['Ha Myung Hee'],South Korea,Drama,40,1800.0,2017-09-18,2017-11-21,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Hyun Soo quit her job to become a TV writer; Jung Sun dreams of becoming a French food chef and opening a restaurant. As the pair navigate their paths to fulfill their dreams, they discover that they will need patience, tenacity, and most importantly, hope. (Sources: SBS International, AsianWiki) ",5140,465
Tempted,"['romance', 'youth', 'drama', 'melodrama']","['rich male lead', 'bad man/good woman', 'love triangle', 'friendship', 'hardworking female lead', 'second chance', 'revenge', 'naive female lead', 'heir', 'hatred ']",32,12-Mar-18,1-May-18,"['monday', 'tuesday']",['MBC'],35.0,7.7,25763.0,3104,91,15+ - Teens 15 or older,"56,014","['Woo Do Hwan', 'Joy', 'Moon Ga Young', 'Kim Min Jae', 'Jeon Mi Seon', 'Shin Sung Woo']","['Viki', 'Apple TV']",7.1,"1,819","Kwon Shi Hyun, Choi Soo Ji and Lee Se Joo are a collection of messy ties, all from backgrounds of privilege and wealth. Kwon Shi Hyun and Choi Soo Ji are best friends and she is the current object of his affections. Soo Ji is very possessive of Shi Hyun, who has asked her to marry him to spite their parents, who will be marrying each other soon. Seeing an opportunity for revenge against the man who snubbed her, Soo Ji makes a proposition to Shi Hyun who is an expert at seduction to the point that it's something of a hobby. If Shi Hyun can get Eun Tae Hee, the first love of a man who snubbed her and a notoriously cold-shouldered girl who thinks being swayed by love is pathetic, to fall in love with him so he can break her heart - she'll agree to marry him. Shi Hyun, wholly confident in his ability to play the game, accepts. But when these games of seduction and revenge turn into something real, everyone involved finds themselves drawn into something far more serious than they had ever anticipated.",d57f462afb66416386520d0fc326df72,2018,"['Kang In', 'Lee Dong Hyun']",['Kim Bo Yeon'],South Korea,Drama,32,2100.0,2018-03-12,2018-05-01,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"Rich and privileged twenty-somethings uncover their true motives and reveal their depravity while playing a dark and dangerous game.Set on revenge, popular player Kwon Shi Hyun makes a bet with friends he can seduce Eun Tae Hee, a naive girl who believes those swayed by love are foolish. Time spent together leads Tae Hee to reassess her view of love. As Shi Hyun's secret deepens, so do his feelings for his intended victim. Can scandal and heartache be far off? (Source: Wikipedia)~~ Adapted loosely on the novel ""Les Liaisons Dangereuses"" by Pierre Choderlos-de-Laclos.~~ Two versions available: 32 episodes (TV) || 16 episodes (online)",4677,103
The All-Round Wife,"['drama', 'family', 'melodrama']",[''],122,4-Oct-21,8-Apr-22,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],35.0,6.9,86.0,76960,9049,15+ - Teens 15 or older,508,"['Han Da Gam', 'Han Sang Jin', 'Shim Ji Ho', 'Yoon Da Young', 'Yang  Mi Kyung', 'Geum Bo Ra']","['KBS World', 'Prime Video', 'Viki']",,,,e8f4d7f0dc6f4d5385bce7f32bf36b57,2021,['Choi Ji Yeong'],['Kim Ji Wan'],South Korea,Drama,122,2100.0,2021-10-04,2022-04-08,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"A drama centered around the district of Gangnam and Seo Cho Hee, a woman who struggles to improve the quality of life with a house. It has a realistic family message that happiness is not about the house but about the family that lives in it.(Source: Naver) ",56592,9778
The Banker,"['business', 'drama', 'political']","['adapted from a manga', 'workplace setting', 'bank setting', 'office worker male lead', 'hardship', 'mature female lead', 'sincere male lead', 'honest male lead', 'competent female lead', 'bank auditor ']",32,27-Mar-19,16-May-19,"['wednesday', 'thursday']",['MBC'],35.0,7.6,209.0,65965,6512,15+ - Teens 15 or older,912,"['Kim Sang Joong', 'Chae Shi Ra', 'Yoo Dong Geun', 'Kim Tae Woo', 'Ahn Woo Yeon', 'Shin Do Hyun']",['Viki'],7.2,15,"A re-make of the Japanese ""Auditor Nozaki Shuhei"", it is the story of a bank auditor who pursues justice and the changing of policies in an era where the economic bubble is collapsing, and financial authorities are in battle over money and power.

—HanCinema",146f64742a7445fc8cc95aea01d0c41a,2019,['Lee Jae Jin'],['Bae Sang Wook'],South Korea,Drama,32,2100.0,2019-03-27,2019-05-16,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"It tells the story of a bank auditor pursuing justice and policy changes at a time when an economic bubble is collapsing. No Dae Ho is an honest and sincere man. He works as a branch manager at Daehan Bank, which is located in a small city. The branch is on a soon-to-be shutdown list. Surprisingly, No Dae Ho is promoted to the auditor at the bank’s headquarters in Seoul. No Dae Ho then faces corruption at the bank.(Source: koreandrama.org)~~ Adapted from the manga “Kansayaku Nozaki Shuhei” written by Ryouka Shuu and illustrated by Shigeru Noda.",4906,7208
The Beauty Inside,"['comedy', 'romance', 'melodrama', 'supernatural']","['prosopagnosia', 'successful male lead', 'strong female lead', 'calm male lead', 'secondary couple', 'contract relationship', 'rich female lead', 'rich male lead', 'sismance', 'secret ']",16,1-Oct-18,20-Nov-18,"['monday', 'tuesday']",['jTBC'],70.0,8.4,27186.0,521,81,15+ - Teens 15 or older,"60,428","['Seo Hyun Jin', 'Lee Min Ki', 'Lee Da Hee', 'Ahn Jae Hyun', 'Lee Tae Ri', 'Moon Ji In']","['Disney+ Hotstar', 'Apple TV', 'iflix', 'Viki', 'WeTV', 'Netflix']",,,,b0159482e9d04355a65fb5e1463b9675,2018,['Song Hyun Wook'],['Im Me Ah Ri'],South Korea,Drama,16,4200.0,2018-10-01,2018-11-20,"Monday, Tuesday",jTBC,15+ - Teens 15 or older,"Han Se Gye is a top actress, also known as a troublemaker, with many rumors around her. To others, her life appears as a mystery, when in fact she is faced with a strange occurrence where she must change into a different body and new identity for one week a month. She encounters Seo Do Jae, a brilliant man who is an executive at an airline company. He seems to have it all: a perfect appearance, knowledge, and a good job; but he has a secret too. He suffers from Prosopagnosia, the inability to recognize faces. However, he manages to hide this from the world, every day he makes an effort to remember people by their personalities. Seo Do Jae's life begins to change when he meets Han Se Gye. She is the only person whose face he can recognize. But with Han Se Gye's constant disappearance and change, how long can she keep her secret?(Source: AJ at MyDramaList)",880,88
The Bride of Habaek,"['comedy', 'romance', 'drama', 'fantasy']","['interspecies romance', 'special power', 'steamy kiss', 'supernatural power', 'poor female lead', 'eccentric male lead', 'tragic past', 'arrogant male lead', 'healing', 'elemental power ']",16,3-Jul-17,22-Aug-17,"['monday', 'tuesday']",['tvN'],70.0,7.4,32136.0,4426,60,15+ - Teens 15 or older,"69,368","['Shin Se Kyung', 'Nam Joo Hyuk', 'Im Joo Hwan', 'Krystal Jung', 'Gong Myung', 'Park Kyu Sun']","['WeTV', 'Netflix', 'K-DRAMA', 'Apple TV', 'Viki']",6.9,"2,857","The Water God Habaek visits earth to fulfill his mission with the help of his servant in the human world, named psychiatrist Yoon So Ah, whose ancestor have promised to serve The Water God for generations. Unfortunately she doesn't believe in the gods and mistakes him for a delusional patient. Things get even more strange, when The Wind god Bi Ryum, The Water Goddess Mu Ra, and Demi-God Hu Ye shows up to complicate things. What will happen now.

—Shuvo Hasan",06909a64be5644caa01872440173efef,2017,['Kim Byung Soo'],['Jung Yoon Jung'],South Korea,Drama,16,4200.0,2017-07-03,2017-08-22,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"What would you do if you had to continue a strange family legacy?Yoon So Ah is a pragmatic neuropsychiatrist who carries a tremendous financial burden to run her own practice. Her family has been tasked with serving Ha Baek, a reincarnated water god, for many generations, and So Ah is forced to do the same. Ha Baek starts to develop feelings for So Ah, but he has competition for her heart from Hoo Ye, the CEO of a resort company, who clashes with So Ah over a piece of land but then falls in love with her. Moo Ra is a goddess from the Water Kingdom who has been living on Earth for hundreds of years. Working as an actress, Moo Ra loves Ha Baek and doesn’t appreciate So Ah stealing him away from her. Meanwhile, Bi Ryum is a wind god who has always had a one-sided crush on Moo Ra despite knowing her feelings for Ha Baek.Can a relationship between a mortal female and a god have a future?(Source: Viki)~~ Adapted from the manhwa ""Bride of the Water God"" (하백의 신부) by Yoon Mi Kyung (윤미경).",6366,61
